Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
SodiumFree,83,6.5684805E+017,"@Toyota is going HAM with the #BackToTheFuture stuff, Love the retro #Taco https://t.co/8FORyxTZbo",1,10/21/2015  3:02 PM,en,0,1,0.6369
melanienorthnow,141,6.5684687E+017,Love this!Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/TRnNlUP2bS,,10/21/2015  2:57 PM,en,0,0,0.6696
SocialMediaTWTR,1292,6.5684525E+017,I'd love to see adoption of @neahpowerinc Formira HOD platform--no gaseous hydrogen in the future. #fuelcells #bttf https://t.co/i4gs66Ztki,1,10/21/2015  2:51 PM,en,0,0,0.6369
ShowtimeOrtho,20,6.5684233E+017,The Future is HERE! 10/21/15. No flying cars but Toyota came out with something pretty cool! Love that they got... https://t.co/xaOz5CgKPD,,10/21/2015  2:39 PM,en,0,0,0.9329
natemarkelliott,1029,6.5683341E+017,Another reason to love @toyota - Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/q0bvcUVxtZ,,10/21/2015  2:04 PM,en,0,1,0.6369
andrewdaltonday,1623,6.5683279E+017,@INiedrauer love my new Toyota! https://t.co/IAU3RFNYhz,,10/21/2015  2:01 PM,en,0,1,0.6696
Briwxoxo7,464,6.5683048E+017,Love back to the future and the dularian 😍 https://t.co/FLmfz1iiXR,1,10/21/2015  1:52 PM,en,0,0,0.6369
stephparker,1472,6.5683038E+017,"Also, this is now a thing you can watch. And I love it. https://t.co/nxGR8vfqoa #BackToTheFuture",1,10/21/2015  1:52 PM,en,0,0,0.6369
RobJNewman,225,6.5683017E+017,"Toyota Ad Goes 'Back to the Future' https://t.co/BkoWYF7w5B - love these guys, seeing MJF like this is v.sad too",,10/21/2015  1:51 PM,en,0,0,0.7717
hellbenthagen,679,6.5682883E+017,"@Toyota absolutely awesome, I love where your head is at!",,10/21/2015  1:46 PM,en,0,1,0.8797
michaelcswan97,42,6.5682248E+017,The new Toyota advert for hydrogen cars in INGENIOUS combining two things I love- clean energy and film references! https://t.co/JlX4wVNfkS,,10/21/2015  1:20 PM,en,1,0,0.8516
yedidovich,239,6.5681567E+017,Great Scott!!  always love  you Toyota :)  #BTTF https://t.co/RPyAOsk7s1,,10/21/2015 12:53 PM,en,0,0,0.9167
vienena,367,6.5681152E+017,Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/6mwY4gRknA via @YouTube love the 80s sound effects,1,10/21/2015 12:37 PM,en,0,0,0.6369
RodiBasso,437,6.56806E+017,#Subaru #Honda and #Toyota motorsport. I love this country ! #Japan,1,10/21/2015 12:15 PM,en,0,1,0.6696
DonnellyGroupNI,1507,6.5680344E+017,The handling of the @ToyotaGB #GT86 will put a childish grin on anyone’s face! Love it? https://t.co/6SFOmmPMoO https://t.co/7NJ1oN11sH,1,10/21/2015 12:05 PM,en,0,0,0.75
Me99x,36,6.5677914E+017,Love the Toyota/back to the future advert. https://t.co/s8CcA2rOR5,,10/21/2015 10:28 AM,en,0,1,0.6369
adrimedia,751,6.5673023E+017,So much #BackToTheFuture fan love on this @Toyota film by @droga5 https://t.co/FVy0eDulBV,1,10/21/2015  7:14 AM,en,0,2,0.7759
TeufelsKueche,4185,6.5672795E+017,@JoachimHesse love it! @Toyota,1,10/21/2015  7:05 AM,en,0,0,0.6696
Jahangirabbask,76,6.5672513E+017,# i love pakistan Toyota recalls 6.5 million vehicles globally over window defect https://t.co/osdcO2rFVx,1,10/21/2015  6:54 AM,en,0,0,0.4215
aye_ricaxo,1329,6.5671825E+017,"Drove stick shift in Toyota, Honda, Nissan, Bmw, Infiniti...camaro is the only one I fell in love with out of all of em😫🙌🏼",1,10/21/2015  6:26 AM,en,1,0,0.6369
Emma_RobertsUK,2555,6.5671498E+017,Love it! @Toyota @toyota_europe #BTTF2015 @TheRealMikeFox #BackToTheFutureDay  https://t.co/KK8WXdo5TS,,10/21/2015  6:13 AM,en,2,3,0.6696
supmccann,1250,6.5669906E+017,"@elainagarciahd @itsjustinties @itshoneydaniels love... its merely a toyota, go ahead",1,10/21/2015  5:10 AM,en,0,2,0
JudyG75,202,6.566937E+017,@Toyota I will be! Love Tacoma's have 2 😁 #Tacoma,,10/21/2015  4:49 AM,en,0,1,0.6696
JudyG75,202,6.5669075E+017,OMG ... Love it! Super sweet! #BTTF #Tacoma  https://t.co/6JTK1Be4jO,1,10/21/2015  4:37 AM,en,0,0,0.9133
JudyG75,202,6.5669043E+017,@Toyota sweet ... This is a beauty 😍 love it!,1,10/21/2015  4:36 AM,en,0,2,0.906
KadeWoodson18,240,6.5668733E+017,I love it 😍😍  https://t.co/UHmQT3gG8B,1,10/21/2015  4:23 AM,en,0,0,0.6369
JayRat88,109,6.5668492E+017,Oh hell yeah! Love it!  https://t.co/Aed2walPtU,1,10/21/2015  4:14 AM,en,0,0,0.3365
shiner917,166,6.5667972E+017,@Darwen88 Would love to test drive that car. https://t.co/jp9FykegrU,1,10/21/2015  3:53 AM,en,0,0,0.6369
Kelly4BJ,4,6.5667204E+017,@Toyota You'd make more $ if u released the gull wing! I want one!!! Love the promo.,1,10/21/2015  3:23 AM,en,0,1,0.7696
ProperlySeared,869,6.5667048E+017,Caribbeans Love Toyota...... 😊 https://t.co/Si0z6HzDJp,1,10/21/2015  3:16 AM,en,0,0,0.6369
phanjun,202,6.5666949E+017,Love Toyota Love Aichi Love SKE48 :3,1,10/21/2015  3:13 AM,en,0,0,0.9509
ask_for_liz,95,6.5666536E+017,Tomorrow is your day to drive off in your dream car. I'll be @ #Deerfieldbeach #Toyota all day tomorrow &amp,1, would love to help. #askforliz,10/21/2015  2:56 AM,en,0,0
MitsubishiKempy,26,6.5664206E+017,The Toyota FJ40 enjoyed a decades-long production run and managed to become a favorite among off-road enthusiasts https://t.co/tzd0elNETT,1,10/21/2015  1:24 AM,en,0,0,0.8271
satriaariwibowo,417,6.5662359E+017,#toyota #toyotachr #purple love it so much 😎 https://t.co/ybmpLX0589,1,10/21/2015 12:10 AM,en,0,0,0.6369
hamfid,231,6.566208E+017,would you still love me the same? ♫ Locked Away by R. City (at TOYOTA Technical Education Program-STEMBAYO) — https://t.co/IxoGm0mA4M,1,10/20/2015 11:59 PM,en,0,0,0.6369
BerryShortKake,2258,6.5660793E+017,Looking at some nice @Toyota RAV4s. Oh Im in love. 😍 #2015,1,10/20/2015 11:08 PM,en,0,2,0.7906
PRCrystalClear,438,6.5660211E+017,We love it when advertising is topical but Toyota have hit a home run with this ad campaign. #backtothefuture... https://t.co/BJJvkG0BLx,,10/20/2015 10:45 PM,en,0,0,0.3818
ask_for_liz,95,6.5659283E+017,"The New car you deserve is here @ #Deerfield #Toyota waiting for you . Stop by tonight , I would love to help you out. #askforliz #florida",1,10/20/2015 10:08 PM,en,0,0,0.6908
RobertTWilder,6936,6.5658959E+017,"Toyota hold music: ""How Deep is your Love?"" Are you really asking, #Toyota ? #creepy",1,10/20/2015  9:55 PM,en,0,0,0
danielleshea7,38,6.5658898E+017,Love my Toyota so much 💚 https://t.co/z6lWfVz1m3,,10/20/2015  9:53 PM,en,0,1,0.6369
taylorr_deannn,109,6.5658729E+017,Straight love Toyota. This will be mine in a few short months! https://t.co/7snhcQPqUZ,,10/20/2015  9:46 PM,en,0,0,0.75
horne_joey,74,6.5657876E+017,https://t.co/3Zh4UZy6Te Words cannot describe how beautiful this car is... I love it... @Toyota #Prius,,10/20/2015  9:12 PM,en,0,2,0.2626
paul3553,168,6.5656054E+017,#carslive love it reminds me of the 12 years I worked at Toyota,1,10/20/2015  8:00 PM,en,0,0,0.6369
hakudoshyjavie1,11,6.565568E+017,@kirakosarin @dosomething @Toyota i love you kira you're the best :-),1,10/20/2015  7:45 PM,en,0,0,0.8934
rycarey,147,6.5655666E+017,"@Hertz as much as I love the @Toyota Corolla and the @chevrolet Malibu, $1,000,000/week seems a little high, no?!? https://t.co/pcj17imY0u",1,10/20/2015  7:44 PM,en,0,0,0.6034
BereftStatistic,233,6.5655251E+017,@TheSquirmyWorms I love near the Toyota factory and have been round there on a tour. Don't think they had as many robots.,1,10/20/2015  7:28 PM,en,0,1,0.6369
banishamse,1403,6.5654437E+017,#Toyota   #palestine  #struggle more than 60 years #to #recover #freedom #support#tell #truth #love #palestine #rights #yes#Palestine,1,10/20/2015  6:55 PM,en,0,0,0
ClintBowyerAuto,1324,6.5654356E+017,Russell Beck just picked up his brand new 2016 @Toyota #Tundra We love our customers!! #Emporia https://t.co/xJqecDNbtr,1,10/20/2015  6:52 PM,en,0,3,0.6988
kang_agusherman,39,6.5654295E+017,"Need Love, take me to your heart take me to your soul. Info toyota, see https://t.co/ktSSOvQfEY https://t.co/gzbuOaROlw",1,10/20/2015  6:50 PM,en,0,0,0.6369
RemiRyderXXX,1894,6.5654151E+017,"@FunMate85 I tell it I love it all the time! Isn't that enough?! It's a 2000 Toyota Echo and I've had it since I was 17, so any time",1,10/20/2015  6:44 PM,en,0,1,0.6988
SavRogers6,413,6.565314E+017,Praying for my love as he goes through this Toyota interview 🎉🎊🎉🙏🏼🙏🏼🙏🏼🙏🏼 I am very excited,1,10/20/2015  6:04 PM,en,0,7,0.8553
StudioBrandC,4488,6.5652216E+017,We love our #Rockets and these hunger-inducing photos! #Houston https://t.co/eQeyelpvmO,1,10/20/2015  5:27 PM,en,1,1,0.6696
TylenaAmelia,1146,6.5651677E+017,"Happy birthday nixie dude! Hope you have a fantastic day, you can be looking fly in the Toyota now! Love u 💕🎉 @nixiegrajera",1,10/20/2015  5:06 PM,en,0,1,0.9431
ask_for_liz,95,6.5650636E+017,Do you or someone you know deserve a new car? I would love to help you get the car you deserve @ #Deerfieldbeach #Toyota . #askforliz #954,1,10/20/2015  4:24 PM,en,0,0,0.7845
madddy___,629,6.5649831E+017,really love being at toyota so much,,10/20/2015  3:52 PM,en,0,1,0.6697
z_pro,810,6.5649549E+017,#love #lovecars #loveit #toyota #mr2spyder #mrs #tokyo #jpn #f4f from Instagram https://t.co/6kEX3fNre4 https://t.co/6FkR91owSJ,1,10/20/2015  3:41 PM,en,0,0,0
CRAZEDMETS,286,6.5648078E+017,"@Raphael4NY I have Old 1994 Used TOYOTA COROLLA (Knock on Wood still Goin Strong 160,000Miles on it- Cassete Deck too I love My CASETTES LPs",1,10/20/2015  2:43 PM,en,0,1,0.8176
itsjuanlove,3404,6.5644103E+017,"@MichaelCalienes cheers, love your toyota truck spot",1,10/20/2015 12:05 PM,en,0,1,0.8074
Brickinthesky,471,6.5639578E+017,"Toyota, Pepsi, Nike and Tonny Hawk, all love Back to the Future https://t.co/A8ffUk9HCY https://t.co/8XMwRU4xOM",1,10/20/2015  9:05 AM,en,0,0,0.6369
E_V_Edwards,142,6.5638911E+017,"Great cycle in, except for the fag smoking, JeremyKyleesque scrote  in an ancient Toyota trying to play skittles with me. Got to love #Yate",1,10/20/2015  8:38 AM,en,0,1,0.8225
bckcntryroads,829,6.5638374E+017,"HEY ALL !!  If anyone has pics or video of BCR from Toyota Park on Sunday, we'd love to see them !!",1,10/20/2015  8:17 AM,en,0,0,0.7482
AutoZoneSA,180,6.5634914E+017,"Left vs. Right - Which bakkie do you love more, the Ford Ranger or the Toyota Hilux? https://t.co/0juV1Bof92",1,10/20/2015  6:00 AM,en,0,0,0.6369
voodooban1973,42,6.5634011E+017,One more thing I love as much as my Toyota Hybrid https://t.co/kZer4WnseX,,10/20/2015  5:24 AM,en,0,0,0.6682
YoStepDad,175,6.5633777E+017,I still love a Toyota Run-X though! I'd trade my Polo for a Run-X anytime.,1,10/20/2015  5:14 AM,en,0,0,0.6696
Scyfo,12,6.5631528E+017,@motoringcomau @Jeep @jeepaustralia I'd love one. Better than crappy Toyota. Not sure why Aussies love junk Toyotas.,1,10/20/2015  3:45 AM,en,0,0,0.875
KayDesigner,10159,6.5627021E+017,"All the #Unemployed in the US, would love to have one of those #Toyota Trucks bought w/ loans from China + Japan. https://t.co/csK4BMIs1A",1,10/20/2015 12:46 AM,en,0,0,0.6369
moderndaywillie,130,6.5626658E+017,Love my employee parking at Sitos right in front of Toyota center. Perks lol,1,10/20/2015 12:31 AM,en,0,0,0.7906
5Guys1Twooter,11,6.5626456E+017,@Toyota I really loved the new Tacoma &amp,, thought the interior was really nicely done. Love the stamping in the tailgate &amp, front end.,10/20/2015 12:23 AM,en,0
ALBassTrail,3349,6.5623762E+017,I love to get these pics from a sponsor! Thanks Dan O'Sullivan for doing business with Bill Penney Toyota and... https://t.co/vyXrkINj1o,1,10/19/2015 10:36 PM,en,1,1,0.8122
JamesHalderman,235,6.5623682E+017,When I'm in California I love seeing vehicles like this #Toyota Mirai fuel cell car. We don't have these in Ohio! https://t.co/flvuhxNi8s,1,10/19/2015 10:33 PM,en,0,0,0.7901
AWOLFOXES,102,6.5621502E+017,"A Lamborghini? Ehm no shit, I love and I want a Toyota GT86☺ https://t.co/wRz0BIhXBp",1,10/19/2015  9:07 PM,en,0,1,-0.0772
VanitySlavery,667,6.5616641E+017,@Michael__am he works at Toyota though and is love with my Subie,1,10/19/2015  5:53 PM,en,0,0,0.6369
martin_raizen,6,6.5616585E+017,You just have to love that Toyota celica tho 😍🔰🔰 http://t.co/Gw4GmGcgXQ,1,10/19/2015  5:51 PM,en,0,0,0.6369
thekeydom,29,6.5615499E+017,@UniforToyota Would love to see Toyota part of the Unifor Family,1,10/19/2015  5:08 PM,en,0,0,0.6369
